Clave,Descripción
24800004,24800004 - EMPALME Y MEDICION DE OTDR.  [ 09/12/2024 - 13/12/2024]  Duración:18 Hrs.
24780208,24780208 - Inducción a la Seguridad e Higiene.  [ 12/03/2024 - 12/03/2024]  Duración:8 Hrs.
24780207,24780207 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 28/02/2024 - 29/02/2024]  Duración:16 Hrs.
24780206,24780206 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 26/02/2024 - 27/02/2024]  Duración:16 Hrs.
24780205,24780205 - MANEJO DE CUERDAS Y NUDOS.  [ 23/02/2024 - 24/02/2024]  Duración:16 Hrs.
24780204,24780204 - Inducción a la Seguridad e Higiene.  [ 22/02/2024 - 22/02/2024]  Duración:8 Hrs.
24780203,24780203 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 14/06/2024 - 15/06/2024]  Duración:16 Hrs.
24780202,24780202 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 18/03/2024 - 19/03/2024]  Duración:16 Hrs.
24780201,24780201 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 12/06/2024 - 13/06/2024]  Duración:16 Hrs.
24780200,24780200 - MANEJO DE CUERDAS Y NUDOS.  [ 17/04/2024 - 18/04/2024]  Duración:16 Hrs.
24780199,24780199 - MANEJO DE CUERDAS Y NUDOS.  [ 05/02/2024 - 06/02/2024]  Duración:16 Hrs.
24780198,24780198 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 24/05/2024 - 25/05/2024]  Duración:16 Hrs.
24780197,24780197 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 12/04/2024 - 13/04/2024]  Duración:16 Hrs.
24780196,24780196 - Inducción a la Seguridad e Higiene.  [ 18/05/2024 - 18/05/2024]  Duración:8 Hrs.
24780195,24780195 - MANEJO DE CUERDAS Y NUDOS.  [ 26/06/2024 - 27/06/2024]  Duración:16 Hrs.
24780194,24780194 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 19/04/2024 - 20/04/2024]  Duración:16 Hrs.
24780193,24780193 - Inducción a la Seguridad e Higiene.  [ 08/06/2024 - 08/06/2024]  Duración:8 Hrs.
24780192,24780192 - MANEJO DE CUERDAS Y NUDOS.  [ 20/05/2024 - 21/05/2024]  Duración:16 Hrs.
24780191,24780191 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 10/04/2024 - 11/04/2024]  Duración:16 Hrs.
24780190,24780190 - MANEJO DE CUERDAS Y NUDOS.  [ 05/04/2024 - 06/04/2024]  Duración:16 Hrs.
24780189,24780189 - Inducción a la Seguridad e Higiene.  [ 25/06/2024 - 25/06/2024]  Duración:8 Hrs.
24780188,24780188 - Inducción a la Seguridad e Higiene.  [ 16/04/2024 - 16/04/2024]  Duración:8 Hrs.
24780187,24780187 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/04/2024 - 23/04/2024]  Duración:16 Hrs.
24780186,24780186 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/07/2024 - 02/07/2024]  Duración:16 Hrs.
24780185,24780185 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 28/06/2024 - 29/06/2024]  Duración:16 Hrs.
24780184,24780184 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 09/02/2024 - 10/02/2024]  Duración:16 Hrs.
24780183,24780183 - MANEJO DE CUERDAS Y NUDOS.  [ 10/06/2024 - 11/06/2024]  Duración:16 Hrs.
24780182,24780182 - MANEJO DE CUERDAS Y NUDOS.  [ 17/05/2024 - 18/05/2024]  Duración:16 Hrs.
24780181,24780181 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 10/04/2024 - 11/04/2024]  Duración:16 Hrs.
24780180,24780180 - Inducción a la Seguridad e Higiene.  [ 16/05/2024 - 16/05/2024]  Duración:8 Hrs.
24780179,24780179 - MANEJO DE CUERDAS Y NUDOS.  [ 08/04/2024 - 09/04/2024]  Duración:16 Hrs.
24780178,24780178 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/05/2024 - 23/05/2024]  Duración:16 Hrs.
24780177,24780177 - Inducción a la Seguridad e Higiene.  [ 06/04/2024 - 06/04/2024]  Duración:8 Hrs.
24780176,24780176 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 07/02/2024 - 08/02/2024]  Duración:16 Hrs.
24780175,24780175 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/03/2024 - 16/03/2024]  Duración:16 Hrs.
24780174,24780174 - Inducción a la Seguridad e Higiene.  [ 03/02/2024 - 03/02/2024]  Duración:8 Hrs.
24780173,24780173 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 08/04/2024 - 09/04/2024]  Duración:16 Hrs.
24780172,24780172 - MANEJO DE CUERDAS Y NUDOS.  [ 15/02/2024 - 16/02/2024]  Duración:16 Hrs.
24780171,24780171 - Inducción a la Seguridad e Higiene.  [ 04/04/2024 - 04/04/2024]  Duración:8 Hrs.
24780170,24780170 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 17/01/2024 - 18/01/2024]  Duración:16 Hrs.
24780169,24780169 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/01/2024 - 16/01/2024]  Duración:16 Hrs.
24780168,24780168 - MANEJO DE CUERDAS Y NUDOS.  [ 12/01/2024 - 13/01/2024]  Duración:16 Hrs.
24780167,24780167 - Inducción a la Seguridad e Higiene.  [ 11/01/2024 - 11/01/2024]  Duración:8 Hrs.
24780166,24780166 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 24/01/2024 - 25/01/2024]  Duración:16 Hrs.
24780165,24780165 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 22/01/2024 - 23/01/2024]  Duración:16 Hrs.
24780164,24780164 - MANEJO DE CUERDAS Y NUDOS.  [ 19/01/2024 - 20/01/2024]  Duración:16 Hrs.
24780163,24780163 - Inducción a la Seguridad e Higiene.  [ 18/01/2024 - 18/01/2024]  Duración:8 Hrs.
24777730,24777730 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/12/2024 - 14/12/2024]  Duración:16 Hrs.
24777729,24777729 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/12/2024 - 12/12/2024]  Duración:16 Hrs.
24777728,24777728 - Inducción a la Seguridad e Higiene.  [ 07/12/2024 - 07/12/2024]  Duración:8 Hrs.
24777727,24777727 - MANEJO DE CUERDAS Y NUDOS.  [ 09/12/2024 - 10/12/2024]  Duración:16 Hrs.
24777726,24777726 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/12/2024 - 07/12/2024]  Duración:16 Hrs.
24777725,24777725 - Inducción a la Seguridad e Higiene.  [ 03/12/2024 - 03/12/2024]  Duración:8 Hrs.
24777724,24777724 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 09/12/2024 - 10/12/2024]  Duración:16 Hrs.
24777723,24777723 - MANEJO DE CUERDAS Y NUDOS.  [ 04/12/2024 - 05/12/2024]  Duración:16 Hrs.
24777722,24777722 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 02/12/2024 - 03/12/2024]  Duración:16 Hrs.
24777355,24777355 - Inducción Organizacional.  [ 06/12/2024 - 06/12/2024]  Duración:8 Hrs.
24777354,24777354 - Inducción Organizacional.  [ 02/12/2024 - 02/12/2024]  Duración:8 Hrs.
24751951,24751951 - Riesgo eléctrico.  [ 08/11/2024 - 09/11/2024]  Duración:16 Hrs.
24751950,24751950 - Inducción a la Seguridad e Higiene.  [ 12/11/2024 - 12/11/2024]  Duración:8 Hrs.
24751949,24751949 - MANEJO DE CUERDAS Y NUDOS.  [ 13/11/2024 - 14/11/2024]  Duración:16 Hrs.
24751948,24751948 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 18/11/2024 - 19/11/2024]  Duración:16 Hrs.
24751947,24751947 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/11/2024 - 16/11/2024]  Duración:16 Hrs.
24751946,24751946 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 08/11/2024 - 09/11/2024]  Duración:16 Hrs.
24751945,24751945 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/11/2024 - 07/11/2024]  Duración:16 Hrs.
24751944,24751944 - MANEJO DE CUERDAS Y NUDOS.  [ 04/11/2024 - 05/11/2024]  Duración:16 Hrs.
24751943,24751943 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/11/2024 - 14/11/2024]  Duración:16 Hrs.
24751942,24751942 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/11/2024 - 12/11/2024]  Duración:16 Hrs.
24751941,24751941 - MANEJO DE CUERDAS Y NUDOS.  [ 08/11/2024 - 09/11/2024]  Duración:16 Hrs.
24751940,24751940 - Inducción a la Seguridad e Higiene.  [ 07/11/2024 - 07/11/2024]  Duración:8 Hrs.
24751939,24751939 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 29/11/2024 - 30/11/2024]  Duración:16 Hrs.
24751938,24751938 - MANEJO DE CUERDAS Y NUDOS.  [ 27/11/2024 - 28/11/2024]  Duración:16 Hrs.
24751937,24751937 - Inducción a la Seguridad e Higiene.  [ 26/11/2024 - 26/11/2024]  Duración:8 Hrs.
24751936,24751936 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 27/11/2024 - 28/11/2024]  Duración:16 Hrs.
24751935,24751935 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 25/11/2024 - 26/11/2024]  Duración:16 Hrs.
24751934,24751934 - MANEJO DE CUERDAS Y NUDOS.  [ 21/11/2024 - 22/11/2024]  Duración:16 Hrs.
24751933,24751933 - Inducción a la Seguridad e Higiene.  [ 20/11/2024 - 20/11/2024]  Duración:8 Hrs.
24725976,24725976 - MANEJO DE CUERDAS Y NUDOS.  [ 11/10/2024 - 12/10/2024]  Duración:16 Hrs.
24725975,24725975 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 07/10/2024 - 08/10/2024]  Duración:16 Hrs.
24725974,24725974 - Inducción a la Seguridad e Higiene.  [ 31/10/2024 - 31/10/2024]  Duración:8 Hrs.
24725973,24725973 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 21/10/2024 - 22/10/2024]  Duración:16 Hrs.
24725972,24725972 - Inducción a la Seguridad e Higiene.  [ 24/10/2024 - 24/10/2024]  Duración:8 Hrs.
24725971,24725971 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/10/2024 - 19/10/2024]  Duración:16 Hrs.
24725970,24725970 - MANEJO DE CUERDAS Y NUDOS.  [ 16/10/2024 - 17/10/2024]  Duración:16 Hrs.
24725969,24725969 - Inducción a la Seguridad e Higiene.  [ 15/10/2024 - 15/10/2024]  Duración:8 Hrs.
24725968,24725968 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 21/10/2024 - 22/10/2024]  Duración:16 Hrs.
24725967,24725967 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 25/10/2024 - 26/10/2024]  Duración:16 Hrs.
24725966,24725966 - Inducción a la Seguridad e Higiene.  [ 17/10/2024 - 17/10/2024]  Duración:8 Hrs.
24725965,24725965 - MANEJO DE CUERDAS Y NUDOS.  [ 18/10/2024 - 19/10/2024]  Duración:16 Hrs.
24725964,24725964 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 28/10/2024 - 29/10/2024]  Duración:16 Hrs.
24725963,24725963 - Inducción a la Seguridad e Higiene.  [ 22/10/2024 - 22/10/2024]  Duración:8 Hrs.
24725962,24725962 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/10/2024 - 12/10/2024]  Duración:16 Hrs.
24725961,24725961 - MANEJO DE CUERDAS Y NUDOS.  [ 23/10/2024 - 24/10/2024]  Duración:16 Hrs.
24725960,24725960 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 16/10/2024 - 17/10/2024]  Duración:16 Hrs.
24725959,24725959 - MANEJO DE CUERDAS Y NUDOS.  [ 09/10/2024 - 10/10/2024]  Duración:16 Hrs.
24725958,24725958 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 30/10/2024 - 31/10/2024]  Duración:16 Hrs.
24725957,24725957 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 14/10/2024 - 15/10/2024]  Duración:16 Hrs.
24725956,24725956 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 28/10/2024 - 29/10/2024]  Duración:16 Hrs.
24725955,24725955 - Inducción a la Seguridad e Higiene.  [ 08/10/2024 - 08/10/2024]  Duración:8 Hrs.
24725954,24725954 - MANEJO DE CUERDAS Y NUDOS.  [ 25/10/2024 - 26/10/2024]  Duración:16 Hrs.
24725953,24725953 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/10/2024 - 05/10/2024]  Duración:16 Hrs.
24725952,24725952 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 23/10/2024 - 24/10/2024]  Duración:16 Hrs.
24725951,24725951 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 14/10/2024 - 15/10/2024]  Duración:16 Hrs.
24725950,24725950 - Inducción a la Seguridad e Higiene.  [ 10/10/2024 - 10/10/2024]  Duración:8 Hrs.
24725949,24725949 - Inducción a la Seguridad e Higiene.  [ 01/10/2024 - 01/10/2024]  Duración:8 Hrs.
24725948,24725948 - MANEJO DE CUERDAS Y NUDOS.  [ 02/10/2024 - 03/10/2024]  Duración:16 Hrs.
24706186,24706186 - MANEJO DE CUERDAS Y NUDOS.  [ 19/09/2024 - 20/09/2024]  Duración:16 Hrs.
24706185,24706185 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 28/09/2024 - 29/09/2024]  Duración:16 Hrs.
24706184,24706184 - Inducción a la Seguridad e Higiene.  [ 18/09/2024 - 18/09/2024]  Duración:8 Hrs.
24706183,24706183 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 25/09/2024 - 26/09/2024]  Duración:16 Hrs.
24706182,24706182 - MANEJO DE CUERDAS Y NUDOS.  [ 23/09/2024 - 24/09/2024]  Duración:16 Hrs.
24706181,24706181 - MANEJO DE CUERDAS Y NUDOS.  [ 26/09/2024 - 27/09/2024]  Duración:16 Hrs.
24706180,24706180 - Inducción a la Seguridad e Higiene.  [ 03/09/2024 - 03/09/2024]  Duración:8 Hrs.
24706179,24706179 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 09/09/2024 - 10/09/2024]  Duración:16 Hrs.
24706178,24706178 - Inducción a la Seguridad e Higiene.  [ 20/09/2024 - 20/09/2024]  Duración:8 Hrs.
24706177,24706177 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/09/2024 - 26/09/2024]  Duración:16 Hrs.
24706176,24706176 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 30/09/2024 - 30/09/2024]  Duración:16 Hrs.
24706175,24706175 - MANEJO DE CUERDAS Y NUDOS.  [ 06/09/2024 - 07/09/2024]  Duración:16 Hrs.
24706174,24706174 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 27/09/2024 - 28/09/2024]  Duración:16 Hrs.
24706173,24706173 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/09/2024 - 02/09/2024]  Duración:16 Hrs.
24706172,24706172 - Inducción a la Seguridad e Higiene.  [ 24/09/2024 - 24/09/2024]  Duración:8 Hrs.
24706171,24706171 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 23/09/2024 - 24/09/2024]  Duración:16 Hrs.
24706170,24706170 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 09/09/2024 - 10/09/2024]  Duración:16 Hrs.
24706169,24706169 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/09/2024 - 07/09/2024]  Duración:16 Hrs.
24706168,24706168 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 03/09/2024 - 04/09/2024]  Duración:16 Hrs.
24706167,24706167 - MANEJO DE CUERDAS Y NUDOS.  [ 04/09/2024 - 05/09/2024]  Duración:16 Hrs.
24706166,24706166 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 21/09/2024 - 22/09/2024]  Duración:16 Hrs.
24706165,24706165 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/09/2024 - 12/09/2024]  Duración:16 Hrs.
24706164,24706164 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 30/09/2024 - 01/10/2024]  Duración:16 Hrs.
24706163,24706163 - MANEJO DE CUERDAS Y NUDOS.  [ 25/09/2024 - 26/09/2024]  Duración:16 Hrs.
24706162,24706162 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/09/2024 - 28/09/2024]  Duración:16 Hrs.
24706161,24706161 - MANEJO DE CUERDAS Y NUDOS.  [ 21/09/2024 - 22/09/2024]  Duración:16 Hrs.
24706160,24706160 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 23/09/2024 - 24/09/2024]  Duración:16 Hrs.
24706159,24706159 - Inducción a la Seguridad e Higiene.  [ 25/09/2024 - 25/09/2024]  Duración:8 Hrs.
24706158,24706158 - Inducción a la Seguridad e Higiene.  [ 05/09/2024 - 05/09/2024]  Duración:8 Hrs.
24696829,24696829 - Inducción Organizacional.  [ 11/11/2024 - 11/11/2024]  Duración:8 Hrs.
24696828,24696828 - Inducción Organizacional.  [ 25/11/2024 - 25/11/2024]  Duración:8 Hrs.
24696827,24696827 - Inducción Organizacional.  [ 19/11/2024 - 19/11/2024]  Duración:8 Hrs.
24696826,24696826 - Inducción Organizacional.  [ 06/11/2024 - 06/11/2024]  Duración:8 Hrs.
24696635,24696635 - Inducción Organizacional.  [ 14/10/2024 - 14/10/2024]  Duración:8 Hrs.
24696634,24696634 - Inducción Organizacional.  [ 16/10/2024 - 16/10/2024]  Duración:8 Hrs.
24696633,24696633 - Inducción Organizacional.  [ 30/10/2024 - 30/10/2024]  Duración:8 Hrs.
24696632,24696632 - Inducción Organizacional.  [ 23/10/2024 - 23/10/2024]  Duración:8 Hrs.
24696631,24696631 - Inducción Organizacional.  [ 07/10/2024 - 07/10/2024]  Duración:8 Hrs.
24696630,24696630 - Inducción Organizacional.  [ 21/10/2024 - 21/10/2024]  Duración:8 Hrs.
24696629,24696629 - Inducción Organizacional.  [ 09/10/2024 - 09/10/2024]  Duración:8 Hrs.
24696544,24696544 - Inducción Organizacional.  [ 05/09/2024 - 05/09/2024]  Duración:8 Hrs.
24696543,24696543 - Inducción Organizacional.  [ 19/09/2024 - 19/09/2024]  Duración:8 Hrs.
24696520,24696520 - Inducción Organizacional.  [ 23/08/2024 - 23/08/2024]  Duración:8 Hrs.
24696519,24696519 - Inducción Organizacional.  [ 21/08/2024 - 21/08/2024]  Duración:8 Hrs.
24696518,24696518 - Inducción Organizacional.  [ 16/08/2024 - 16/08/2024]  Duración:8 Hrs.
24696517,24696517 - Inducción Organizacional.  [ 09/08/2024 - 09/08/2024]  Duración:8 Hrs.
24696516,24696516 - Inducción Organizacional.  [ 28/08/2024 - 28/08/2024]  Duración:8 Hrs.
24696515,24696515 - Inducción Organizacional.  [ 05/08/2024 - 05/08/2024]  Duración:8 Hrs.
24696514,24696514 - Inducción Organizacional.  [ 07/08/2024 - 07/08/2024]  Duración:8 Hrs.
24696513,24696513 - Inducción Organizacional.  [ 14/08/2024 - 14/08/2024]  Duración:8 Hrs.
24696265,24696265 - Inducción Organizacional.  [ 03/07/2024 - 03/07/2024]  Duración:8 Hrs.
24696264,24696264 - Inducción Organizacional.  [ 29/07/2024 - 29/07/2024]  Duración:8 Hrs.
24696263,24696263 - Inducción Organizacional.  [ 05/07/2024 - 05/07/2024]  Duración:8 Hrs.
24696262,24696262 - Inducción Organizacional.  [ 24/07/2024 - 24/07/2024]  Duración:8 Hrs.
24696261,24696261 - Inducción Organizacional.  [ 22/07/2024 - 22/07/2024]  Duración:8 Hrs.
24696260,24696260 - Inducción Organizacional.  [ 08/07/2024 - 08/07/2024]  Duración:8 Hrs.
24696259,24696259 - Inducción Organizacional.  [ 19/07/2024 - 19/07/2024]  Duración:8 Hrs.
24696258,24696258 - Inducción Organizacional.  [ 01/07/2024 - 01/07/2024]  Duración:8 Hrs.
24696257,24696257 - Inducción Organizacional.  [ 15/07/2024 - 15/07/2024]  Duración:8 Hrs.
24696256,24696256 - Inducción Organizacional.  [ 09/07/2024 - 09/07/2024]  Duración:8 Hrs.
24694952,24694952 - Inducción Organizacional.  [ 18/06/2024 - 18/06/2024]  Duración:8 Hrs.
24694951,24694951 - Inducción Organizacional.  [ 06/06/2024 - 06/06/2024]  Duración:8 Hrs.
24694950,24694950 - Inducción Organizacional.  [ 17/06/2024 - 17/06/2024]  Duración:8 Hrs.
24694949,24694949 - Inducción Organizacional.  [ 25/06/2024 - 25/06/2024]  Duración:8 Hrs.
24694948,24694948 - Inducción Organizacional.  [ 19/06/2024 - 19/06/2024]  Duración:8 Hrs.
24694947,24694947 - Inducción Organizacional.  [ 24/06/2024 - 24/06/2024]  Duración:8 Hrs.
24694946,24694946 - Inducción Organizacional.  [ 05/06/2024 - 05/06/2024]  Duración:8 Hrs.
24694945,24694945 - Inducción Organizacional.  [ 21/06/2024 - 21/06/2024]  Duración:8 Hrs.
24694944,24694944 - Inducción Organizacional.  [ 26/06/2024 - 26/06/2024]  Duración:8 Hrs.
24694943,24694943 - Inducción Organizacional.  [ 10/06/2024 - 10/06/2024]  Duración:8 Hrs.
24694942,24694942 - Inducción Organizacional.  [ 14/06/2024 - 14/06/2024]  Duración:8 Hrs.
24694941,24694941 - Inducción Organizacional.  [ 07/06/2024 - 07/06/2024]  Duración:8 Hrs.
24694940,24694940 - Inducción Organizacional.  [ 03/06/2024 - 03/06/2024]  Duración:8 Hrs.
24694688,24694688 - Inducción Organizacional.  [ 29/05/2024 - 29/05/2024]  Duración:8 Hrs.
24693960,24693960 - Inducción Organizacional.  [ 17/04/2024 - 17/08/2024]  Duración:8 Hrs.
24693959,24693959 - Inducción Organizacional.  [ 15/04/2024 - 15/04/2024]  Duración:8 Hrs.
24693958,24693958 - Inducción Organizacional.  [ 03/04/2024 - 03/04/2024]  Duración:8 Hrs.
24693957,24693957 - Inducción Organizacional.  [ 10/04/2024 - 10/04/2024]  Duración:8 Hrs.
24693956,24693956 - Inducción Organizacional.  [ 29/04/2024 - 29/04/2024]  Duración:8 Hrs.
24693955,24693955 - Inducción Organizacional.  [ 08/04/2024 - 08/04/2024]  Duración:8 Hrs.
24693954,24693954 - Inducción Organizacional.  [ 19/04/2024 - 19/04/2024]  Duración:8 Hrs.
24693953,24693953 - Inducción Organizacional.  [ 05/04/2024 - 05/04/2024]  Duración:8 Hrs.
24693952,24693952 - Inducción Organizacional.  [ 16/04/2024 - 16/04/2024]  Duración:8 Hrs.
24693951,24693951 - Inducción Organizacional.  [ 23/04/2024 - 23/04/2024]  Duración:8 Hrs.
24693950,24693950 - Inducción Organizacional.  [ 22/04/2024 - 22/04/2024]  Duración:8 Hrs.
24693949,24693949 - Inducción Organizacional.  [ 01/04/2024 - 01/04/2024]  Duración:8 Hrs.
24691422,24691422 - Inducción Organizacional.  [ 27/03/2024 - 27/03/2024]  Duración:8 Hrs.
24691421,24691421 - Inducción Organizacional.  [ 11/03/2024 - 11/03/2024]  Duración:8 Hrs.
24691420,24691420 - Inducción Organizacional.  [ 01/03/2024 - 01/03/2024]  Duración:8 Hrs.
24691419,24691419 - Inducción Organizacional.  [ 20/03/2024 - 20/03/2024]  Duración:8 Hrs.
24691418,24691418 - Inducción Organizacional.  [ 04/03/2024 - 04/03/2024]  Duración:8 Hrs.
24691417,24691417 - Inducción Organizacional.  [ 13/03/2024 - 13/03/2024]  Duración:8 Hrs.
24691356,24691356 - Inducción Organizacional.  [ 21/02/2024 - 21/02/2024]  Duración:8 Hrs.
24691355,24691355 - Inducción Organizacional.  [ 12/02/2024 - 12/02/2024]  Duración:8 Hrs.
