Clave,Descripción
24691354,24691354 - Inducción Organizacional.  [ 20/02/2024 - 20/02/2024]  Duración:8 Hrs.
24691353,24691353 - Inducción Organizacional.  [ 07/02/2024 - 07/02/2024]  Duración:8 Hrs.
24691352,24691352 - Inducción Organizacional.  [ 13/02/2024 - 13/02/2024]  Duración:8 Hrs.
24691351,24691351 - Inducción Organizacional.  [ 28/02/2024 - 28/02/2024]  Duración:8 Hrs.
24691350,24691350 - Inducción Organizacional.  [ 23/02/2024 - 23/02/2024]  Duración:8 Hrs.
24691349,24691349 - Inducción Organizacional.  [ 02/02/2024 - 02/02/2024]  Duración:8 Hrs.
24691348,24691348 - Inducción Organizacional.  [ 26/02/2024 - 26/02/2024]  Duración:8 Hrs.
24639297,24639297 - Inducción Organizacional.  [ 02/09/2024 - 02/09/2024]  Duración:8 Hrs.
24639296,24639296 - Inducción Organizacional.  [ 04/09/2024 - 04/09/2024]  Duración:8 Hrs.
24639295,24639295 - Inducción Organizacional.  [ 17/09/2024 - 17/09/2024]  Duración:8 Hrs.
24639294,24639294 - Inducción Organizacional.  [ 23/09/2024 - 23/09/2024]  Duración:8 Hrs.
24639293,24639293 - Inducción Organizacional.  [ 30/09/2024 - 30/09/2024]  Duración:8 Hrs.
24637265,24637265 - Inducción Organizacional.  [ 10/01/2024 - 10/01/2024]  Duración:8 Hrs.
24637264,24637264 - Inducción Organizacional.  [ 12/01/2024 - 12/01/2024]  Duración:8 Hrs.
24636869,24636869 - Inducción Organizacional.  [ 24/01/2024 - 24/01/2024]  Duración:8 Hrs.
24636868,24636868 - Inducción Organizacional.  [ 15/01/2024 - 15/01/2024]  Duración:8 Hrs.
24636867,24636867 - Inducción Organizacional.  [ 26/01/2024 - 26/01/2024]  Duración:8 Hrs.
24636866,24636866 - Inducción Organizacional.  [ 31/01/2024 - 31/01/2024]  Duración:8 Hrs.
24636865,24636865 - Inducción Organizacional.  [ 17/01/2024 - 17/01/2024]  Duración:8 Hrs.
24636864,24636864 - Inducción Organizacional.  [ 30/01/2024 - 30/01/2024]  Duración:8 Hrs.
24196553,24196553 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/08/2024 - 07/08/2024]  Duración:16 Hrs.
24196552,24196552 - MANEJO DE CUERDAS Y NUDOS.  [ 02/08/2024 - 03/08/2024]  Duración:16 Hrs.
24196551,24196551 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 04/08/2024 - 05/08/2024]  Duración:16 Hrs.
24196550,24196550 - Inducción a la Seguridad e Higiene.  [ 01/08/2024 - 01/08/2024]  Duración:8 Hrs.
24196549,24196549 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/08/2024 - 26/08/2024]  Duración:16 Hrs.
24196548,24196548 - MANEJO DE CUERDAS Y NUDOS.  [ 30/08/2024 - 31/08/2024]  Duración:16 Hrs.
24196547,24196547 - MANEJO DE CUERDAS Y NUDOS.  [ 16/08/2024 - 17/08/2024]  Duración:16 Hrs.
24196546,24196546 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/08/2024 - 12/08/2024]  Duración:16 Hrs.
24196545,24196545 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 18/08/2024 - 19/08/2024]  Duración:16 Hrs.
24196544,24196544 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/08/2024 - 28/08/2024]  Duración:16 Hrs.
24196543,24196543 - MANEJO DE CUERDAS Y NUDOS.  [ 23/08/2024 - 24/08/2024]  Duración:16 Hrs.
24196542,24196542 - Inducción a la Seguridad e Higiene.  [ 22/08/2024 - 22/08/2024]  Duración:8 Hrs.
24196541,24196541 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/08/2024 - 14/08/2024]  Duración:16 Hrs.
24196540,24196540 - Inducción a la Seguridad e Higiene.  [ 15/08/2024 - 15/08/2024]  Duración:8 Hrs.
24196539,24196539 - MANEJO DE CUERDAS Y NUDOS.  [ 09/08/2024 - 10/08/2024]  Duración:16 Hrs.
24196538,24196538 - Inducción a la Seguridad e Higiene.  [ 29/08/2024 - 29/08/2024]  Duración:8 Hrs.
24196537,24196537 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/08/2024 - 21/08/2024]  Duración:16 Hrs.
24196536,24196536 - Inducción a la Seguridad e Higiene.  [ 08/08/2024 - 08/08/2024]  Duración:8 Hrs.
23803748,23803748 - SEGURIDAD PARA TRABAJOS EN ALTURA.  [ 11/07/2024 - 11/07/2024]  Duración:8 Hrs.
23803194,23803194 - Induccion de Bienvenida.  [ 03/07/2024 - 03/07/2024]  Duración:8 Hrs.
23803193,23803193 - Induccion de Bienvenida.  [ 05/07/2024 - 05/07/2024]  Duración:8 Hrs.
23803192,23803192 - Induccion de Bienvenida.  [ 29/07/2024 - 29/07/2024]  Duración:8 Hrs.
23803191,23803191 - Induccion de Bienvenida.  [ 08/07/2024 - 08/07/2024]  Duración:8 Hrs.
23803190,23803190 - Induccion de Bienvenida.  [ 15/07/2024 - 15/07/2024]  Duración:8 Hrs.
23803189,23803189 - Induccion de Bienvenida.  [ 01/07/2024 - 01/07/2024]  Duración:8 Hrs.
23803013,23803013 - MANEJO DE CUERDAS Y NUDOS.  [ 25/07/2024 - 26/07/2024]  Duración:16 Hrs.
23803012,23803012 - Inducción a la Seguridad e Higiene.  [ 24/07/2024 - 24/07/2024]  Duración:8 Hrs.
23803011,23803011 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 29/07/2024 - 30/07/2024]  Duración:16 Hrs.
23803010,23803010 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 27/07/2024 - 28/07/2024]  Duración:16 Hrs.
23803009,23803009 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 20/07/2024 - 21/07/2024]  Duración:16 Hrs.
23803008,23803008 - MANEJO DE CUERDAS Y NUDOS.  [ 18/07/2024 - 19/07/2024]  Duración:16 Hrs.
23803007,23803007 - Inducción a la Seguridad e Higiene.  [ 17/07/2024 - 17/07/2024]  Duración:8 Hrs.
23803006,23803006 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/07/2024 - 14/07/2024]  Duración:16 Hrs.
23803005,23803005 - MANEJO DE CUERDAS Y NUDOS.  [ 11/07/2024 - 12/07/2024]  Duración:16 Hrs.
23803004,23803004 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 08/07/2024 - 09/07/2024]  Duración:16 Hrs.
23803003,23803003 - Inducción a la Seguridad e Higiene.  [ 10/07/2024 - 10/07/2024]  Duración:8 Hrs.
23803002,23803002 - Inducción a la Seguridad e Higiene.  [ 03/07/2024 - 03/07/2024]  Duración:8 Hrs.
23803001,23803001 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/07/2024 - 07/07/2024]  Duración:16 Hrs.
23803000,23803000 - MANEJO DE CUERDAS Y NUDOS.  [ 04/07/2024 - 05/07/2024]  Duración:16 Hrs.
23802999,23802999 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 22/07/2024 - 23/07/2024]  Duración:16 Hrs.
23802998,23802998 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/07/2024 - 16/07/2024]  Duración:16 Hrs.
23802997,23802997 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 01/07/2024 - 02/07/2024]  Duración:16 Hrs.
23627373,23627373 - MANEJO DE CUERDAS Y NUDOS.  [ 27/06/2024 - 28/06/2024]  Duración:16 Hrs.
23627372,23627372 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 29/06/2024 - 30/06/2024]  Duración:16 Hrs.
23627371,23627371 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 08/06/2024 - 09/06/2024]  Duración:16 Hrs.
23627370,23627370 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 17/06/2024 - 18/06/2024]  Duración:16 Hrs.
23627369,23627369 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/06/2024 - 16/06/2024]  Duración:16 Hrs.
23627368,23627368 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 22/06/2024 - 23/06/2024]  Duración:16 Hrs.
23627367,23627367 - MANEJO DE CUERDAS Y NUDOS.  [ 20/06/2024 - 21/06/2024]  Duración:16 Hrs.
23627366,23627366 - Inducción a la Seguridad e Higiene.  [ 26/06/2024 - 26/06/2024]  Duración:8 Hrs.
23627365,23627365 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 24/06/2024 - 25/06/2024]  Duración:16 Hrs.
23627364,23627364 - Inducción a la Seguridad e Higiene.  [ 12/06/2024 - 12/06/2024]  Duración:8 Hrs.
23627363,23627363 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 10/06/2024 - 11/06/2024]  Duración:16 Hrs.
23627362,23627362 - Inducción a la Seguridad e Higiene.  [ 19/06/2024 - 19/06/2024]  Duración:8 Hrs.
23627361,23627361 - MANEJO DE CUERDAS Y NUDOS.  [ 06/06/2024 - 07/06/2024]  Duración:16 Hrs.
23627360,23627360 - MANEJO DE CUERDAS Y NUDOS.  [ 13/06/2024 - 14/06/2024]  Duración:16 Hrs.
23627359,23627359 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 01/06/2024 - 02/06/2024]  Duración:16 Hrs.
23627358,23627358 - Inducción a la Seguridad e Higiene.  [ 05/06/2024 - 05/06/2024]  Duración:8 Hrs.
23627357,23627357 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 03/06/2024 - 04/06/2024]  Duración:16 Hrs.
23539455,23539455 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 04/05/2024 - 05/05/2024]  Duración:16 Hrs.
23539454,23539454 - MANEJO DE CUERDAS Y NUDOS.  [ 30/05/2024 - 31/05/2024]  Duración:16 Hrs.
23539453,23539453 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/05/2024 - 07/05/2024]  Duración:16 Hrs.
23539452,23539452 - Inducción a la Seguridad e Higiene.  [ 29/05/2024 - 29/05/2024]  Duración:8 Hrs.
23539451,23539451 - MANEJO DE CUERDAS Y NUDOS.  [ 02/05/2024 - 03/05/2024]  Duración:16 Hrs.
23509268,23509268 - Inducción Organizacional.  [ 27/05/2024 - 27/05/2024]  Duración:8 Hrs.
23509267,23509267 - Inducción Organizacional.  [ 22/05/2024 - 22/05/2024]  Duración:8 Hrs.
23509266,23509266 - Inducción Organizacional.  [ 20/05/2024 - 20/05/2024]  Duración:8 Hrs.
23509265,23509265 - Inducción Organizacional.  [ 15/05/2024 - 15/05/2024]  Duración:8 Hrs.
23509264,23509264 - Inducción Organizacional.  [ 13/05/2024 - 13/05/2024]  Duración:8 Hrs.
23509263,23509263 - Inducción Organizacional.  [ 06/05/2024 - 06/05/2024]  Duración:8 Hrs.
23509262,23509262 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/05/2024 - 28/05/2024]  Duración:16 Hrs.
23509261,23509261 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/05/2024 - 26/05/2024]  Duración:16 Hrs.
23509260,23509260 - MANEJO DE CUERDAS Y NUDOS.  [ 23/05/2024 - 24/05/2024]  Duración:16 Hrs.
23509259,23509259 - MANEJO DE CUERDAS Y NUDOS.  [ 09/05/2024 - 10/05/2024]  Duración:16 Hrs.
23509258,23509258 - Inducción a la Seguridad e Higiene.  [ 08/05/2024 - 08/05/2024]  Duración:8 Hrs.
23509257,23509257 - Inducción Organizacional.  [ 17/05/2024 - 17/05/2024]  Duración:8 Hrs.
23509256,23509256 - Inducción a la Seguridad e Higiene.  [ 22/05/2024 - 22/05/2024]  Duración:8 Hrs.
23509255,23509255 - Trabajo en alturas.  [ 06/05/2024 - 07/05/2024]  Duración:16 Hrs.
23509254,23509254 - Cuerdas y nudos.  [ 02/05/2024 - 03/05/2024]  Duración:16 Hrs.
23509253,23509253 - Riesgo eléctrico.  [ 04/05/2024 - 05/05/2024]  Duración:16 Hrs.
23509252,23509252 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/05/2024 - 14/05/2024]  Duración:16 Hrs.
23509251,23509251 - Inducción Organizacional.  [ 08/05/2024 - 08/05/2024]  Duración:8 Hrs.
23509250,23509250 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 18/05/2024 - 19/05/2024]  Duración:16 Hrs.
23509249,23509249 - Inducción Organizacional.  [ 03/05/2024 - 03/05/2024]  Duración:8 Hrs.
23509248,23509248 - Inducción a la Seguridad e Higiene.  [ 15/05/2024 - 15/05/2024]  Duración:8 Hrs.
23509247,23509247 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/05/2024 - 12/05/2024]  Duración:16 Hrs.
23509246,23509246 - MANEJO DE CUERDAS Y NUDOS.  [ 16/05/2024 - 17/05/2024]  Duración:16 Hrs.
23509245,23509245 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/05/2024 - 21/05/2024]  Duración:16 Hrs.
23509244,23509244 - Inducción a la Seguridad e Higiene.  [ 01/05/2024 - 01/05/2024]  Duración:8 Hrs.
23509243,23509243 - Inducción Organizacional.  [ 31/05/2024 - 31/05/2024]  Duración:8 Hrs.
23355195,23355195 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/04/2024 - 14/04/2024]  Duración:16 Hrs.
23355194,23355194 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/04/2024 - 12/04/2024]  Duración:16 Hrs.
23355193,23355193 - Inducción a la Seguridad e Higiene.  [ 22/04/2024 - 22/04/2024]  Duración:8 Hrs.
23355192,23355192 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 18/04/2024 - 19/04/2024]  Duración:16 Hrs.
23355191,23355191 - MANEJO DE CUERDAS Y NUDOS.  [ 16/04/2024 - 17/04/2024]  Duración:16 Hrs.
23355190,23355190 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 27/04/2024 - 28/04/2024]  Duración:16 Hrs.
23355189,23355189 - Inducción a la Seguridad e Higiene.  [ 15/04/2024 - 15/04/2024]  Duración:8 Hrs.
23355188,23355188 - MANEJO DE CUERDAS Y NUDOS.  [ 23/04/2024 - 24/04/2024]  Duración:16 Hrs.
23355187,23355187 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 25/04/2024 - 26/04/2024]  Duración:16 Hrs.
23355186,23355186 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 20/04/2024 - 21/04/2024]  Duración:16 Hrs.
23278211,23278211 - MANEJO DE CUERDAS Y NUDOS.  [ 09/04/2024 - 10/04/2024]  Duración:16 Hrs.
23278210,23278210 - Inducción a la Seguridad e Higiene.  [ 08/04/2024 - 08/04/2024]  Duración:8 Hrs.
23278209,23278209 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 06/04/2024 - 07/04/2024]  Duración:16 Hrs.
23278208,23278208 - MANEJO DE CUERDAS Y NUDOS.  [ 02/04/2024 - 03/04/2024]  Duración:16 Hrs.
23278207,23278207 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 04/04/2024 - 05/04/2024]  Duración:16 Hrs.
23278206,23278206 - Inducción a la Seguridad e Higiene.  [ 01/04/2024 - 01/04/2024]  Duración:8 Hrs.
23212872,23212872 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 02/03/2024 - 03/03/2024]  Duración:16 Hrs.
23212871,23212871 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 08/03/2024 - 09/03/2024]  Duración:16 Hrs.
23212870,23212870 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 20/03/2024 - 21/03/2024]  Duración:16 Hrs.
23212869,23212869 - Inducción a la Seguridad e Higiene.  [ 15/03/2024 - 15/03/2024]  Duración:8 Hrs.
23212868,23212868 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 10/03/2024 - 11/03/2024]  Duración:16 Hrs.
23212867,23212867 - MANEJO DE CUERDAS Y NUDOS.  [ 24/03/2024 - 25/03/2024]  Duración:16 Hrs.
23212866,23212866 - Inducción a la Seguridad e Higiene.  [ 07/03/2024 - 07/03/2024]  Duración:8 Hrs.
23212865,23212865 - MANEJO DE CUERDAS Y NUDOS.  [ 12/03/2024 - 13/03/2024]  Duración:16 Hrs.
23212864,23212864 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 22/03/2024 - 23/03/2024]  Duración:16 Hrs.
23212863,23212863 - MANEJO DE CUERDAS Y NUDOS.  [ 06/03/2024 - 07/03/2024]  Duración:16 Hrs.
23212862,23212862 - MANEJO DE CUERDAS Y NUDOS.  [ 13/03/2024 - 14/03/2024]  Duración:16 Hrs.
23212861,23212861 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/03/2024 - 05/03/2024]  Duración:16 Hrs.
23212860,23212860 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/03/2024 - 14/03/2024]  Duración:16 Hrs.
23212859,23212859 - MANEJO DE CUERDAS Y NUDOS.  [ 27/03/2024 - 28/03/2024]  Duración:16 Hrs.
23212858,23212858 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/03/2024 - 14/03/2024]  Duración:16 Hrs.
23212857,23212857 - MANEJO DE CUERDAS Y NUDOS.  [ 21/03/2024 - 22/03/2024]  Duración:16 Hrs.
23212856,23212856 - Inducción a la Seguridad e Higiene.  [ 01/03/2024 - 01/03/2024]  Duración:8 Hrs.
23212855,23212855 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 25/03/2024 - 26/03/2024]  Duración:16 Hrs.
23212854,23212854 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 18/03/2024 - 19/03/2024]  Duración:16 Hrs.
23212853,23212853 - Inducción a la Seguridad e Higiene.  [ 13/03/2024 - 13/03/2024]  Duración:8 Hrs.
23212852,23212852 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 23/03/2024 - 24/03/2024]  Duración:16 Hrs.
23212851,23212851 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 16/03/2024 - 17/03/2024]  Duración:16 Hrs.
23212850,23212850 - Inducción a la Seguridad e Higiene.  [ 20/03/2024 - 20/03/2024]  Duración:8 Hrs.
23212849,23212849 - Inducción a la Seguridad e Higiene.  [ 09/03/2024 - 09/03/2024]  Duración:8 Hrs.
22579659,22579659 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 17/02/2024 - 18/02/2024]  Duración:16 Hrs.
22579658,22579658 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 21/02/2024 - 22/02/2024]  Duración:16 Hrs.
22579657,22579657 - Inducción a la Seguridad e Higiene.  [ 12/02/2024 - 12/02/2024]  Duración:8 Hrs.
22579656,22579656 - Inducción a la Seguridad e Higiene.  [ 02/02/2024 - 02/02/2024]  Duración:8 Hrs.
22579655,22579655 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 15/02/2024 - 16/02/2024]  Duración:16 Hrs.
22579654,22579654 - MANEJO DE CUERDAS Y NUDOS.  [ 13/02/2024 - 14/02/2024]  Duración:16 Hrs.
22579653,22579653 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 07/02/2024 - 08/02/2024]  Duración:16 Hrs.
22579652,22579652 - MANEJO DE CUERDAS Y NUDOS.  [ 03/02/2024 - 04/02/2024]  Duración:16 Hrs.
22579651,22579651 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 24/02/2024 - 25/02/2024]  Duración:16 Hrs.
22579650,22579650 - MANEJO DE CUERDAS Y NUDOS.  [ 02/02/2024 - 03/02/2024]  Duración:16 Hrs.
22579649,22579649 - Inducción a la Seguridad e Higiene.  [ 21/02/2024 - 21/02/2024]  Duración:8 Hrs.
22579648,22579648 - MANEJO DE CUERDAS Y NUDOS.  [ 22/02/2024 - 23/02/2024]  Duración:16 Hrs.
22579647,22579647 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 26/02/2024 - 27/02/2024]  Duración:16 Hrs.
22579646,22579646 - MANEJO DE CUERDAS Y NUDOS.  [ 20/02/2024 - 21/02/2024]  Duración:16 Hrs.
22579645,22579645 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 24/02/2024 - 25/02/2024]  Duración:16 Hrs.
22579644,22579644 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/02/2024 - 07/02/2024]  Duración:16 Hrs.
22579643,22579643 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 22/02/2024 - 23/02/2024]  Duración:16 Hrs.
22579642,22579642 - MANEJO DE CUERDAS Y NUDOS.  [ 17/02/2024 - 18/02/2024]  Duración:16 Hrs.
22579641,22579641 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 05/02/2024 - 06/02/2024]  Duración:16 Hrs.
22579640,22579640 - Inducción a la Seguridad e Higiene.  [ 19/02/2024 - 19/02/2024]  Duración:8 Hrs.
22579639,22579639 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 19/02/2024 - 20/02/2024]  Duración:16 Hrs.
22579638,22579638 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 04/02/2024 - 05/02/2024]  Duración:16 Hrs.
22579637,22579637 - Inducción a la Seguridad e Higiene.  [ 16/02/2024 - 16/02/2024]  Duración:8 Hrs.
22579636,22579636 - Inducción a la Seguridad e Higiene.  [ 01/02/2024 - 01/02/2024]  Duración:8 Hrs.
22410944,22410944 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 13/01/2024 - 14/01/2024]  Duración:16 Hrs.
22410943,22410943 - MANEJO DE CUERDAS Y NUDOS.  [ 03/01/2024 - 04/01/2024]  Duración:16 Hrs.
22410942,22410942 - Inducción a la Seguridad e Higiene.  [ 05/01/2024 - 05/01/2024]  Duración:8 Hrs.
22410941,22410941 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 05/01/2024 - 06/01/2024]  Duración:16 Hrs.
22410940,22410940 - MANEJO DE CUERDAS Y NUDOS.  [ 02/01/2024 - 03/01/2024]  Duración:16 Hrs.
22410939,22410939 - Inducción a la Seguridad e Higiene.  [ 02/01/2024 - 02/01/2024]  Duración:8 Hrs.
22410938,22410938 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 09/01/2024 - 10/01/2024]  Duración:16 Hrs.
22410937,22410937 - MANEJO DE CUERDAS Y NUDOS.  [ 09/01/2024 - 10/01/2024]  Duración:16 Hrs.
22410936,22410936 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 11/01/2024 - 12/01/2024]  Duración:16 Hrs.
22410935,22410935 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 09/01/2024 - 10/01/2024]  Duración:16 Hrs.
22410934,22410934 - MANEJO DE CUERDAS Y NUDOS.  [ 07/01/2024 - 08/01/2024]  Duración:16 Hrs.
22410933,22410933 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 06/01/2024 - 07/01/2024]  Duración:16 Hrs.
22410932,22410932 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 13/01/2024 - 14/01/2024]  Duración:16 Hrs.
22410931,22410931 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 11/01/2024 - 12/01/2024]  Duración:16 Hrs.
22410930,22410930 - Inducción a la Seguridad e Higiene.  [ 03/01/2024 - 03/01/2024]  Duración:8 Hrs.
22410929,22410929 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 15/01/2024 - 16/01/2024]  Duración:16 Hrs.
22410928,22410928 - MEDIDAS DE SEGURIDAD EN TRABAJO ELÉCTRICO.  [ 07/01/2024 - 08/01/2024]  Duración:16 Hrs.
22410927,22410927 - Inducción a la Seguridad e Higiene.  [ 06/01/2024 - 06/01/2024]  Duración:8 Hrs.
22410926,22410926 - Inducción a la Seguridad e Higiene.  [ 04/01/2024 - 04/01/2024]  Duración:8 Hrs.
22410925,22410925 - MANEJO DE CUERDAS Y NUDOS.  [ 11/01/2024 - 12/01/2024]  Duración:16 Hrs.
22410924,22410924 - MEDIDAS DE SEGURIDAD EN TRABAJO EN ALTURAS.  [ 07/01/2024 - 08/01/2024]  Duración:16 Hrs.
22410923,22410923 - MANEJO DE CUERDAS Y NUDOS.  [ 05/01/2024 - 06/01/2024]  Duración:16 Hrs.
22410922,22410922 - Inducción a la Seguridad e Higiene.  [ 01/01/2024 - 01/01/2024]  Duración:8 Hrs.
