Clave,Descripción,Estado
38,TZOMPANTEPEC,TLAXCALA
39,XALOZTOC,TLAXCALA
40,XALTOCAN,TLAXCALA
42,XICOHTZINCO,TLAXCALA
43,YAUHQUEMEHCAN,TLAXCALA
44,ZACATELCO,TLAXCALA
37,ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS,TLAXCALA
1,ACAJETE,VERACRUZ DE IGNACIO DE LA LLAVE
2,ACATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
3,ACAYUCAN,VERACRUZ DE IGNACIO DE LA LLAVE
4,ACTOPAN,VERACRUZ DE IGNACIO DE LA LLAVE
5,ACULA,VERACRUZ DE IGNACIO DE LA LLAVE
6,ACULTZINGO,VERACRUZ DE IGNACIO DE LA LLAVE
204,AGUA DULCE,VERACRUZ DE IGNACIO DE LA LLAVE
160,ALAMO TEMAPACHE,VERACRUZ DE IGNACIO DE LA LLAVE
8,ALPATLAHUA,VERACRUZ DE IGNACIO DE LA LLAVE
9,ALTO LUCERO DE GUTIERREZ BARRIOS,VERACRUZ DE IGNACIO DE LA LLAVE
10,ALTOTONGA,VERACRUZ DE IGNACIO DE LA LLAVE
11,ALVARADO,VERACRUZ DE IGNACIO DE LA LLAVE
12,AMATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
14,AMATLAN DE LOS REYES,VERACRUZ DE IGNACIO DE LA LLAVE
15,ANGEL R. CABADA,VERACRUZ DE IGNACIO DE LA LLAVE
17,APAZAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
18,AQUILA,VERACRUZ DE IGNACIO DE LA LLAVE
19,ASTACINGA,VERACRUZ DE IGNACIO DE LA LLAVE
20,ATLAHUILCO,VERACRUZ DE IGNACIO DE LA LLAVE
21,ATOYAC,VERACRUZ DE IGNACIO DE LA LLAVE
22,ATZACAN,VERACRUZ DE IGNACIO DE LA LLAVE
23,ATZALAN,VERACRUZ DE IGNACIO DE LA LLAVE
25,AYAHUALULCO,VERACRUZ DE IGNACIO DE LA LLAVE
26,BANDERILLA,VERACRUZ DE IGNACIO DE LA LLAVE
27,BENITO JUAREZ,VERACRUZ DE IGNACIO DE LA LLAVE
28,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE
29,CALCAHUALCO,VERACRUZ DE IGNACIO DE LA LLAVE
7,CAMARON DE TEJEDA,VERACRUZ DE IGNACIO DE LA LLAVE
30,CAMERINO Z. MENDOZA,VERACRUZ DE IGNACIO DE LA LLAVE
208,CARLOS A. CARRILLO,VERACRUZ DE IGNACIO DE LA LLAVE
31,CARRILLO PUERTO,VERACRUZ DE IGNACIO DE LA LLAVE
157,CASTILLO DE TEAYO,VERACRUZ DE IGNACIO DE LA LLAVE
32,CATEMACO,VERACRUZ DE IGNACIO DE LA LLAVE
33,CAZONES DE HERRERA,VERACRUZ DE IGNACIO DE LA LLAVE
34,CERRO AZUL,VERACRUZ DE IGNACIO DE LA LLAVE
54,CHACALTIANGUIS,VERACRUZ DE IGNACIO DE LA LLAVE
55,CHALMA,VERACRUZ DE IGNACIO DE LA LLAVE
56,CHICONAMEL,VERACRUZ DE IGNACIO DE LA LLAVE
57,CHICONQUIACO,VERACRUZ DE IGNACIO DE LA LLAVE
58,CHICONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
59,CHINAMECA,VERACRUZ DE IGNACIO DE LA LLAVE
60,CHINAMPA DE GOROSTIZA,VERACRUZ DE IGNACIO DE LA LLAVE
62,CHOCAMAN,VERACRUZ DE IGNACIO DE LA LLAVE
63,CHONTLA,VERACRUZ DE IGNACIO DE LA LLAVE
64,CHUMATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
35,CITLALTEPETL,VERACRUZ DE IGNACIO DE LA LLAVE
36,COACOATZINTLA,VERACRUZ DE IGNACIO DE LA LLAVE
37,COAHUITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
38,COATEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
39,COATZACOALCOS,VERACRUZ DE IGNACIO DE LA LLAVE
40,COATZINTLA,VERACRUZ DE IGNACIO DE LA LLAVE
41,COETZALA,VERACRUZ DE IGNACIO DE LA LLAVE
42,COLIPA,VERACRUZ DE IGNACIO DE LA LLAVE
43,COMAPA,VERACRUZ DE IGNACIO DE LA LLAVE
44,CORDOBA,VERACRUZ DE IGNACIO DE LA LLAVE
45,COSAMALOAPAN DE CARPIO,VERACRUZ DE IGNACIO DE LA LLAVE
46,COSAUTLAN DE CARVAJAL,VERACRUZ DE IGNACIO DE LA LLAVE
47,COSCOMATEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
48,COSOLEACAQUE,VERACRUZ DE IGNACIO DE LA LLAVE
49,COTAXTLA,VERACRUZ DE IGNACIO DE LA LLAVE
50,COXQUIHUI,VERACRUZ DE IGNACIO DE LA LLAVE
51,COYUTLA,VERACRUZ DE IGNACIO DE LA LLAVE
52,CUICHAPA,VERACRUZ DE IGNACIO DE LA LLAVE
53,CUITLAHUAC,VERACRUZ DE IGNACIO DE LA LLAVE
205,EL HIGO,VERACRUZ DE IGNACIO DE LA LLAVE
65,EMILIANO ZAPATA,VERACRUZ DE IGNACIO DE LA LLAVE
66,ESPINAL,VERACRUZ DE IGNACIO DE LA LLAVE
67,FILOMENO MATA,VERACRUZ DE IGNACIO DE LA LLAVE
68,FORTIN,VERACRUZ DE IGNACIO DE LA LLAVE
69,GUTIERREZ ZAMORA,VERACRUZ DE IGNACIO DE LA LLAVE
70,HIDALGOTITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
71,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE
72,HUAYACOCOTLA,VERACRUZ DE IGNACIO DE LA LLAVE
73,HUEYAPAN DE OCAMPO,VERACRUZ DE IGNACIO DE LA LLAVE
74,HUILOAPAN DE CUAUHTEMOC,VERACRUZ DE IGNACIO DE LA LLAVE
75,IGNACIO DE LA LLAVE,VERACRUZ DE IGNACIO DE LA LLAVE
76,ILAMATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
77,ISLA,VERACRUZ DE IGNACIO DE LA LLAVE
78,IXCATEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
79,IXHUACAN DE LOS REYES,VERACRUZ DE IGNACIO DE LA LLAVE
83,IXHUATLAN DE MADERO,VERACRUZ DE IGNACIO DE LA LLAVE
80,IXHUATLAN DEL CAFE,VERACRUZ DE IGNACIO DE LA LLAVE
82,IXHUATLAN DEL SURESTE,VERACRUZ DE IGNACIO DE LA LLAVE
81,IXHUATLANCILLO,VERACRUZ DE IGNACIO DE LA LLAVE
84,IXMATLAHUACAN,VERACRUZ DE IGNACIO DE LA LLAVE
85,IXTACZOQUITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
86,JALACINGO,VERACRUZ DE IGNACIO DE LA LLAVE
88,JALCOMULCO,VERACRUZ DE IGNACIO DE LA LLAVE
89,JALTIPAN,VERACRUZ DE IGNACIO DE LA LLAVE
90,JAMAPA,VERACRUZ DE IGNACIO DE LA LLAVE
91,JESUS CARRANZA,VERACRUZ DE IGNACIO DE LA LLAVE
93,JILOTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
169,JOSE AZUETA,VERACRUZ DE IGNACIO DE LA LLAVE
94,JUAN RODRIGUEZ CLARA,VERACRUZ DE IGNACIO DE LA LLAVE
95,JUCHIQUE DE FERRER,VERACRUZ DE IGNACIO DE LA LLAVE
16,LA ANTIGUA,VERACRUZ DE IGNACIO DE LA LLAVE
127,LA PERLA,VERACRUZ DE IGNACIO DE LA LLAVE
96,LANDERO Y COSS,VERACRUZ DE IGNACIO DE LA LLAVE
61,LAS CHOAPAS,VERACRUZ DE IGNACIO DE LA LLAVE
107,LAS MINAS,VERACRUZ DE IGNACIO DE LA LLAVE
132,LAS VIGAS DE RAMIREZ,VERACRUZ DE IGNACIO DE LA LLAVE
97,LERDO DE TEJADA,VERACRUZ DE IGNACIO DE LA LLAVE
137,LOS REYES,VERACRUZ DE IGNACIO DE LA LLAVE
98,MAGDALENA,VERACRUZ DE IGNACIO DE LA LLAVE
99,MALTRATA,VERACRUZ DE IGNACIO DE LA LLAVE
100,MANLIO FABIO ALTAMIRANO,VERACRUZ DE IGNACIO DE LA LLAVE
101,MARIANO ESCOBEDO,VERACRUZ DE IGNACIO DE LA LLAVE
102,MARTINEZ DE LA TORRE,VERACRUZ DE IGNACIO DE LA LLAVE
103,MECATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
104,MECAYAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
105,MEDELLIN,VERACRUZ DE IGNACIO DE LA LLAVE
106,MIAHUATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
108,MINATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
109,MISANTLA,VERACRUZ DE IGNACIO DE LA LLAVE
110,MIXTLA DE ALTAMIRANO,VERACRUZ DE IGNACIO DE LA LLAVE
111,MOLOACAN,VERACRUZ DE IGNACIO DE LA LLAVE
206,NANCHITAL DE LAZARO CARDENAS DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE
112,NAOLINCO,VERACRUZ DE IGNACIO DE LA LLAVE
113,NARANJAL,VERACRUZ DE IGNACIO DE LA LLAVE
13,NARANJOS AMATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
114,NAUTLA,VERACRUZ DE IGNACIO DE LA LLAVE
115,NOGALES,VERACRUZ DE IGNACIO DE LA LLAVE
116,OLUTA,VERACRUZ DE IGNACIO DE LA LLAVE
117,OMEALCA,VERACRUZ DE IGNACIO DE LA LLAVE
118,ORIZABA,VERACRUZ DE IGNACIO DE LA LLAVE
119,OTATITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
120,OTEAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
121,OZULUAMA,VERACRUZ DE IGNACIO DE LA LLAVE
122,PAJAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
123,PANUCO,VERACRUZ DE IGNACIO DE LA LLAVE
124,PAPANTLA,VERACRUZ DE IGNACIO DE LA LLAVE
126,PASO DE OVEJAS,VERACRUZ DE IGNACIO DE LA LLAVE
125,PASO DEL MACHO,VERACRUZ DE IGNACIO DE LA LLAVE
128,PEROTE,VERACRUZ DE IGNACIO DE LA LLAVE
129,PLATON SANCHEZ,VERACRUZ DE IGNACIO DE LA LLAVE
130,PLAYA VICENTE,VERACRUZ DE IGNACIO DE LA LLAVE
131,POZA RICA DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE
133,PUEBLO VIEJO,VERACRUZ DE IGNACIO DE LA LLAVE
134,PUENTE NACIONAL,VERACRUZ DE IGNACIO DE LA LLAVE
135,RAFAEL DELGADO,VERACRUZ DE IGNACIO DE LA LLAVE
136,RAFAEL LUCIO,VERACRUZ DE IGNACIO DE LA LLAVE
138,RIO BLANCO,VERACRUZ DE IGNACIO DE LA LLAVE
139,SALTABARRANCA,VERACRUZ DE IGNACIO DE LA LLAVE
140,SAN ANDRES TENEJAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
141,SAN ANDRES TUXTLA,VERACRUZ DE IGNACIO DE LA LLAVE
142,SAN JUAN EVANGELISTA,VERACRUZ DE IGNACIO DE LA LLAVE
211,SAN RAFAEL,VERACRUZ DE IGNACIO DE LA LLAVE
212,SANTIAGO SOCHIAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
143,SANTIAGO TUXTLA,VERACRUZ DE IGNACIO DE LA LLAVE
144,SAYULA DE ALEMAN,VERACRUZ DE IGNACIO DE LA LLAVE
146,SOCHIAPA,VERACRUZ DE IGNACIO DE LA LLAVE
145,SOCONUSCO,VERACRUZ DE IGNACIO DE LA LLAVE
147,SOLEDAD ATZOMPA,VERACRUZ DE IGNACIO DE LA LLAVE
148,SOLEDAD DE DOBLADO,VERACRUZ DE IGNACIO DE LA LLAVE
149,SOTEAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
180,TACHICHILCO,VERACRUZ DE IGNACIO DE LA LLAVE
150,TAMALIN,VERACRUZ DE IGNACIO DE LA LLAVE
151,TAMIAHUA,VERACRUZ DE IGNACIO DE LA LLAVE
152,TAMPICO ALTO,VERACRUZ DE IGNACIO DE LA LLAVE
153,TANCOCO,VERACRUZ DE IGNACIO DE LA LLAVE
154,TANTIMA,VERACRUZ DE IGNACIO DE LA LLAVE
155,TANTOYUCA,VERACRUZ DE IGNACIO DE LA LLAVE
209,TATAHUICAPAN DE JUAREZ,VERACRUZ DE IGNACIO DE LA LLAVE
156,TATATILA,VERACRUZ DE IGNACIO DE LA LLAVE
158,TECOLUTLA,VERACRUZ DE IGNACIO DE LA LLAVE
159,TEHUIPANGO,VERACRUZ DE IGNACIO DE LA LLAVE
161,TEMPOAL,VERACRUZ DE IGNACIO DE LA LLAVE
162,TENAMPA,VERACRUZ DE IGNACIO DE LA LLAVE
163,TENOCHTITLAN,VERACRUZ DE IGNACIO DE LA LLAVE
164,TEOCELO,VERACRUZ DE IGNACIO DE LA LLAVE
165,TEPATLAXCO,VERACRUZ DE IGNACIO DE LA LLAVE
166,TEPETLAN,VERACRUZ DE IGNACIO DE LA LLAVE
167,TEPETZINTLA,VERACRUZ DE IGNACIO DE LA LLAVE
168,TEQUILA,VERACRUZ DE IGNACIO DE LA LLAVE
170,TEXCATEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
171,TEXHUACAN,VERACRUZ DE IGNACIO DE LA LLAVE
172,TEXISTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE
173,TEZONAPA,VERACRUZ DE IGNACIO DE LA LLAVE
174,TIERRA BLANCA,VERACRUZ DE IGNACIO DE LA LLAVE
175,TIHUATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
176,TLACOJALPAN,VERACRUZ DE IGNACIO DE LA LLAVE
177,TLACOLULAN,VERACRUZ DE IGNACIO DE LA LLAVE
178,TLACOTALPAN,VERACRUZ DE IGNACIO DE LA LLAVE
179,TLACOTEPEC DE MEJIA,VERACRUZ DE IGNACIO DE LA LLAVE
181,TLALIXCOYAN,VERACRUZ DE IGNACIO DE LA LLAVE
24,TLALTETELA,VERACRUZ DE IGNACIO DE LA LLAVE
182,TLANELHUAYOCAN,VERACRUZ DE IGNACIO DE LA LLAVE
183,TLAPACOYAN,VERACRUZ DE IGNACIO DE LA LLAVE
184,TLAQUILPA,VERACRUZ DE IGNACIO DE LA LLAVE
185,TLILAPAN,VERACRUZ DE IGNACIO DE LA LLAVE
186,TOMATLAN,VERACRUZ DE IGNACIO DE LA LLAVE
187,TONAYAN,VERACRUZ DE IGNACIO DE LA LLAVE
188,TOTUTLA,VERACRUZ DE IGNACIO DE LA LLAVE
207,TRES VALLES,VERACRUZ DE IGNACIO DE LA LLAVE
189,TUXPAN,VERACRUZ DE IGNACIO DE LA LLAVE
190,TUXTILLA,VERACRUZ DE IGNACIO DE LA LLAVE
191,URSULO GALVAN,VERACRUZ DE IGNACIO DE LA LLAVE
210,UXPANAPA,VERACRUZ DE IGNACIO DE LA LLAVE
192,VEGA DE ALATORRE,VERACRUZ DE IGNACIO DE LA LLAVE
193,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE
194,VILLA ALDAMA,VERACRUZ DE IGNACIO DE LA LLAVE
87,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE
92,XICO,VERACRUZ DE IGNACIO DE LA LLAVE
195,XOXOCOTLA,VERACRUZ DE IGNACIO DE LA LLAVE
196,YANGA,VERACRUZ DE IGNACIO DE LA LLAVE
197,YECUATLA,VERACRUZ DE IGNACIO DE LA LLAVE
198,ZACUALPAN,VERACRUZ DE IGNACIO DE LA LLAVE
199,ZARAGOZA,VERACRUZ DE IGNACIO DE LA LLAVE
200,ZENTLA,VERACRUZ DE IGNACIO DE LA LLAVE
201,ZONGOLICA,VERACRUZ DE IGNACIO DE LA LLAVE
202,ZONTECOMATLAN DE LOPEZ Y FUENTES,VERACRUZ DE IGNACIO DE LA LLAVE
203,ZOZOCOLCO DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE
1,ABALA,YUCATAN
2,ACANCEH,YUCATAN
3,AKIL,YUCATAN
4,BACA,YUCATAN
5,BOKOBA,YUCATAN
6,BUCTZOTZ,YUCATAN
7,CACALCHEN,YUCATAN
8,CALOTMUL,YUCATAN
9,CANSAHCAB,YUCATAN
10,CANTAMAYEC,YUCATAN
11,CELESTUN,YUCATAN
12,CENOTILLO,YUCATAN
16,CHACSINKIN,YUCATAN
17,CHANKOM,YUCATAN
18,CHAPAB,YUCATAN
19,CHEMAX,YUCATAN
21,CHICHIMILA,YUCATAN
20,CHICXULUB PUEBLO,YUCATAN
22,CHIKINDZONOT,YUCATAN
23,CHOCHOLA,YUCATAN
24,CHUMAYEL,YUCATAN
13,CONKAL,YUCATAN
14,CUNCUNUL,YUCATAN
15,CUZAMA,YUCATAN
25,DZAN,YUCATAN
26,DZEMUL,YUCATAN
27,DZIDZANTUN,YUCATAN
28,DZILAM DE BRAVO,YUCATAN
29,DZILAM GONZALEZ,YUCATAN
30,DZITAS,YUCATAN
31,DZONCUAICH,YUCATAN
32,ESPITA,YUCATAN
33,HALACHO,YUCATAN
34,HOCABA,YUCATAN
35,HOCTUN,YUCATAN
36,HOMUN,YUCATAN
37,HUHI,YUCATAN
38,HUNUCMA,YUCATAN
39,IXIL,YUCATAN
40,IZAMAL,YUCATAN
41,KANASIN,YUCATAN
42,KANTUNIL,YUCATAN
43,KAUA,YUCATAN
44,KINCHIL,YUCATAN
45,KOPOMA,YUCATAN
46,MAMA,YUCATAN
47,MANI,YUCATAN
48,MAXCANU,YUCATAN
49,MAYAPAN,YUCATAN
50,MERIDA,YUCATAN
51,MOCOCHA,YUCATAN
52,MOTUL,YUCATAN
53,MUNA,YUCATAN
54,MUXUPIP,YUCATAN
55,OPICHEN,YUCATAN
56,OXKUTZCAB,YUCATAN
57,PANABA,YUCATAN
58,PETO,YUCATAN
59,PROGRESO,YUCATAN
60,QUINTANA ROO,YUCATAN
61,RIO LAGARTOS,YUCATAN
62,SACALUM,YUCATAN
63,SAMAHIL,YUCATAN
65,SAN FELIPE,YUCATAN
64,SANAHCAT,YUCATAN
66,SANTA ELENA,YUCATAN
67,SEYE,YUCATAN
68,SINANCHE,YUCATAN
69,SOTUTA,YUCATAN
70,SUCILA,YUCATAN
71,SUDZAL,YUCATAN
72,SUMA,YUCATAN
73,TAHDZIU,YUCATAN
74,TAHMEX,YUCATAN
75,TEABO,YUCATAN
76,TECOH,YUCATAN
77,TEKAL DE VENEGAS,YUCATAN
78,TEKANTO,YUCATAN
79,TEKAX,YUCATAN
80,TEKIT,YUCATAN
81,TEKOM,YUCATAN
82,TELCHAC PUEBLO,YUCATAN
83,TELCHAC PUERTO,YUCATAN
84,TEMAX,YUCATAN
85,TEMOZON,YUCATAN
86,TEPAKAN,YUCATAN
87,TETIZ,YUCATAN
88,TEYA,YUCATAN
89,TICUL,YUCATAN
90,TIMUCUY,YUCATAN
91,TINUM,YUCATAN
92,TIXCACALCUPUL,YUCATAN
93,TIXKOKOB,YUCATAN
94,TIXMEUAC,YUCATAN
95,TIXPEUAL,YUCATAN
96,TIZIMIN,YUCATAN
97,TUNKAS,YUCATAN
98,TZUCACAB,YUCATAN
99,UAYMA,YUCATAN
100,UCU,YUCATAN
101,UMAN,YUCATAN
102,VALLADOLID,YUCATAN
103,XOCCHEL,YUCATAN
104,YAXCABA,YUCATAN
105,YAXKUKUL,YUCATAN
106,YOBAIN,YUCATAN
1,APOZOL,ZACATECAS
2,APULCO,ZACATECAS
3,ATOLINGA,ZACATECAS
4,BENITO JUAREZ,ZACATECAS
5,CALERA,ZACATECAS
6,CANITAS DE FELIPE PESCADOR,ZACATECAS
9,CHALCHIHUITES,ZACATECAS
7,CONCEPCION DEL ORO,ZACATECAS
8,CUAUHTEMOC,ZACATECAS
41,EL SALVADOR,ZACATECAS
10,FRESNILLO,ZACATECAS
12,GENARO CODINA,ZACATECAS
13,GENERAL ENRIQUE ESTRADA,ZACATECAS
14,GENERAL FRANCISCO MURGUIA,ZACATECAS
15,GENERAL JOAQUIN AMARO,ZACATECAS
16,GENERAL PANFILO NATERA,ZACATECAS
17,GUADALUPE,ZACATECAS
18,HUANUSCO,ZACATECAS
19,JALPA,ZACATECAS
20,JEREZ,ZACATECAS
21,JIMENEZ DE TEUL,ZACATECAS
22,JUAN ALDAMA,ZACATECAS
23,JUCHIPILA,ZACATECAS
24,LORETO,ZACATECAS
25,LUIS MOYA,ZACATECAS
26,MAZAPIL,ZACATECAS
27,MELCHOR OCAMPO,ZACATECAS
28,MEZQUITAL DEL ORO,ZACATECAS
29,MIGUEL AUZA,ZACATECAS
30,MOMAX,ZACATECAS
31,MONTE ESCOBEDO,ZACATECAS
32,MORELOS,ZACATECAS
33,MOYAHUA DE ESTRADA,ZACATECAS
34,NOCHISTLAN DE MEJIA,ZACATECAS
35,NORIA DE ANGELES,ZACATECAS
36,OJOCALIENTE,ZACATECAS
37,PANUCO,ZACATECAS
38,PINOS,ZACATECAS
39,RIO GRANDE,ZACATECAS
40,SAIN ALTO,ZACATECAS
42,SOMBRERETE,ZACATECAS
43,SUSTICACAN,ZACATECAS
44,TABASCO,ZACATECAS
45,TEPECHITLAN,ZACATECAS
46,TEPETONGO,ZACATECAS
47,TEUL DE GONZALEZ ORTEGA,ZACATECAS
48,TLALTENANGO DE SANCHEZ ROMAN,ZACATECAS
57,TRANCOSO,ZACATECAS
11,TRINIDAD GARCIA DE LA CADENA,ZACATECAS
49,VALPARAISO,ZACATECAS
50,VETAGRANDE,ZACATECAS
51,VILLA DE COS,ZACATECAS
52,VILLA GARCIA,ZACATECAS
53,VILLA GONZALEZ ORTEGA,ZACATECAS
54,VILLA HIDALGO,ZACATECAS
55,VILLANUEVA,ZACATECAS
56,ZACATECAS,ZACATECAS
